primary_title,start_year,directors,primary_name,category
"Do It for Uncle Graham",2004,nm1835728,"Candy Jones",actress
"Opie Gets Laid",2005,nm1190833,"James Ricardo",actor
"See you later Cowabunga: La maldición del cenachero diabólico!",2004,nm1214235,"José Roberto Vila",actor
"The Holy Man",2005,nm1979167,"Note Chern-Yim",actor
"I Love You in Every Language in the World",2005,nm0682251,"Leonardo Pieraccioni",actor
Pardonnez-moi,2006,nm0494069,Maïwenn,actress
"I'll Be There with You",2006,nm2162290,"Akihiro Kitamura",actor
"Return to Yucca Flats: Desert Man-Beast",2010,nm2322405,"Leon Cowan",actor
"Tapestry of Shadows",2006,nm2328495,"David Martyn Conley",actor
"Falkenberg Farewell",2006,nm2376562,"Jesper Ganslandt",actor
Listen,2004,nm2294316,"Kimby Caplan",actress
"Faces of a Fig Tree",2006,nm0597390,"Kaori Momoi",actress
"Those Who Remain",2007,nm0494504,"Anne Le Ny",actress
"Je suis venu pour elle",2009,nm0846762,"Ivan Taieb",actor
"It Happened in Country Music",2007,nm1135067,"Zac Adams",actor
"Sum of the Parts",2008,nm2694944,"Raymond Steers",actor
"Madea Goes to Jail",2009,nm1347153,"Tyler Perry",actor
"Juan Soriano (Fecit dixit)",2001,nm0728149,"Arturo Ripstein",actor
"Malenke zhittya",2008,nm11747021,"Aleksandr Zhovna",actor
"The Lost Woman",2009,nm3180962,"Konstantyn McElroy",actor
"Next Stop Belmondo",2007,nm2849336,"Lee Donald Taicher",actor
"Dubai Love",2009,nm1376857,"Amin Yoma",actor
"Lost Causes",2008,nm3233925,"Peter VanOosting",actor
"The Bait Pile",2007,nm2702405,"Jeni Decker-Lopez",actress
"Petali di Rosa",2007,nm12048225,"Massimiliano De Marco",actor
"Sicilian Tale",2009,nm2971142,"Frank Lisi",actor
"A Necklace for Julia",2006,nm2655305,"David Dietrich",actor
"Follow the Master",2009,nm0401546,"Matt Hulse",actor
"Identity Theft",2009,nm3278938,"James A. Ward",actor
"Arusi: Sumpa ng demonyo",2009,nm3656016,"Fellyx Honeyfield",actor
"The Building Manager",2009,nm0396612,"Periklis Hoursoglou",actor
"Exile in Paris",2009,nm0957396,Zirek,actor
"Nixon and Hogan Smoke Christmas",2010,nm2970193,"Kevin Strange",actor
"Remembering Inninimowin",2010,nm4059984,"Jules Koostachin",actress
"Leave Only Footprints",2010,nm4077732,"Pete O'Donnell",actor
"The Death of God",2007,nm4174063,"Robert Ryan",actor
"Corporate Kidnapping",2006,nm2723054,"Marc-Andre Miron",actor
"Hello My Name Is Linda",2010,nm3201942,"Curt Babcock",actor
Run,2002,nm1379881,"Timothy English",actor
"L'éternelle fiancée de Frankenstein",2010,nm0378759,"Samuel Hercule",actor
"Jerusalem Calling",2010,nm5128195,"Christoph J. Kockelmann",actor
"Single mother: Midarana otoko asari",2003,nm0949098,"Yumi Yoshiyuki",actress
"Table Dance",2007,nm0704157,"Guillermo Quintanilla",actor
"A riporter: Frei Tamás",2000,nm2028051,"Tamás Frei",actor
"Tumi Mur Mathu Mur",2000,nm0958276,"Zubeen Garg",actor
Glam-Trash,2000,nm0769214,"Greg Scarnici",actor
"Shaye & Kiki",2004,nm0288487,"Eric Fournier",actor
"Love = (Me)^3",2000,nm1168724,Agustin,actor
"Pitcher and the Pin-Up",2003,nm1212112,"Drew Johnson",actor
"The Gray in Between",2002,nm1277226,"Joshua Rofé",actor
"Nate and the Colonel",2003,nm0935985,"Paul Winters",actor
"Married for 7 Years",2003,nm0099828,"Didier Bourdon",actor
"Preethsod Thappa",2001,nm5758702,"V. Ravichandran",actor
"Drunken Monkey",2003,nm0514906,"Chia-Liang Liu",actor
"Flora's Garment Bursting Into Bloom",2003,nm1547991,"Kevin Baggott",actor
Hijinx,2001,nm0271766,"Tyler Feneck",actor
"Atún y chocolate",2004,nm0136198,"Pablo Carbonell",actor
"Le souffleur",2005,nm1632162,"Guillaume Pixie",actor
Distortion,2005,nm0100509,"Haim Bouzaglo",actor
Tori,2004,nm0038355,"Tadanobu Asano",actor
"A Line in the Sand",2009,nm1980337,"Rob Botts",actor
Mosaic,2005,nm2022484,"Aaron Catling",actor
"Il mio miglior nemico",2006,nm0893872,"Carlo Verdone",actor
"Marty Jenkins and the Vampire Bitches",2006,nm1548648,"Henrique Couto",actor
Actresses,2007,nm0116254,"Valeria Bruni Tedeschi",actress
"Street Thief",2006,nm1471703,"Malik Bader",actor
"Piel de Lija",2010,nm6265549,"Juanjo Martínez",actor
Kingshighway,2010,nm0186728,"Clayne Crawford",actor
Movie,2007,nm0870741,"Ivo Trajkov",actor
"Saving CBGB",2006,nm2394386,"Pat Byrne",actor
"Mrs. Worthington's Party",2007,nm0908391,"David Wall",actor
Adulthood,2008,nm0164929,"Noel Clarke",actor
"After All Is Said and Written!",2007,nm1314030,"Kostas Dadinakis",actor
Eldorado,2008,nm0099521,"Bouli Lanners",actor
Payback,2007,nm2362833,"Alex Kazan",actor
"Commit to the Line",2008,nm3056450,"Rachelle A. Dermer",actress
Memo,2008,nm1187057,"Jirô Satô",actor
"Goodbye My Shooting Star",2006,nm1894653,Khavn,actor
"The Death of Alice Blue",2009,nm0070339,"Park Bench",actor
"Sex, Blood and Mutilation 2",2003,nm0159675,"Joe Christ",actor
"The Sun and the Moon",2008,nm0245465,"Stephen Dwoskin",actor
"I Am a Schizophrenic and So Am I",2008,nm2714975,"Ravi Godse",actor
Shourya,2010,nm2794335,"Sadhu Kokila",actor
Tranquility,2010,nm1372994,"Damon Taylor",actor
"Banana Boys",2007,nm12308738,"Zafar Iqbal",actor
Sin?,2007,nm3417179,"Jessica Eris Alexander",actress
"Millennium Baby",2009,nm3414667,"Ben Westbrook",actor
Fog,2006,nm1049265,"Robert Tobin",actor
"The Sword",2009,nm3484014,"Aaron Brown",actor
"How To Boil A Frog",2010,nm0177532,"Jon Cooksey",actor
"Professional Drum Shop's 50 Years",2010,nm3536815,"Stanley Keyawa III",actor
"Elf Onkel",2010,nm0295980,"Herbert Fritsch",actor
"It Is to Me...",2001,nm3377848,"Kevin Lapsley",actor
"When North Winds Blow",2009,nm3631128,"James M. De Vince",actor
"De guante negro",2009,nm1902009,"Luis Sosa Arroyo",actor
"Dragon Trap",2010,nm0951309,"Ugur Yücel",actor
Drastic,2010,nm1702964,"Masato Tsujioka",actor
"Hakuchou no uta",2010,nm1277299,"Ayumu Saitô",actor
"Exhibit A-7",2010,nm1213539,"Adam Minarovich",actor
"Prayer to a Vengeful God",2010,nm2443484,"Dan Eberle",actor
"Mom Dad Where R U?",2010,nm3425808,"Jeffrey Leon",actor
"Passion Love Beauty",2010,nm1772770,"Garnet Mae",actor
Foreign,2010,nm2991303,"Rahul Nath",actor
"Heroes of the Tay Son Dynasty",2010,nm4021627,"Ly Huynh",actor
"Moi, autobiographie, 16eme version",2010,nm1315309,"Pierre Méréjkowsky",actor
"Hum Sey Hai Jahaan",2008,nm4141638,"Mashhoor Amrohi",actor
"Dreaming of Society",2007,nm4451406,"Andreas G. Andreou",actor
Ángel,2007,nm0602630,"Jacobo Morales",actor
"It's a Woman's World",2007,nm0578485,"Johnny Melville",actor
"Zombie Ferox 3",2003,nm3973269,"Jonathon Ash",actor
"Welcome to the Southside",2006,nm3998300,"Deri Tyton",actor
"Nothing But a Thang",2007,nm3220712,"Sean Hunt",actor
Narciso,2004,nm2080770,"Flavio Sciolè",actor
"Kanoon Ka Sikandar",2001,nm10497387,"Girish Dubey",actor
"Dead Rose",2004,nm2134123,"Joseph Boyle",actor
"Love and Cameras in America",2008,nm2358709,"Nathan Fielder",actor
Juliya,2009,nm7316039,"Sampath Sri Roshan",actor
"Masacre en Buena Vista",2010,nm5228765,"Jackson Gutierrez",actor
"Lost in the Wilderness",2000,nm2750636,"Jack Venturo",actor
"Jay and Silent Bob Strike Back",2001,nm0003620,"Kevin Smith",actor
"Jeu de cons",2001,nm0921416,"Jean-Michel Verner",actor
Censor,2001,nm0007147,"Dev Anand",actor
"Red Zone",2001,nm0463993,"Benjamin Koldyke",actor
Clement,2001,nm0073384,"Emmanuelle Bercot",actress
"I.T. - Immatriculation temporaire",2001,nm0996864,"Gahité Fofana",actor
"Farewell Colette",2001,nm1721044,"Max Ryan",actor
"All Babes Want to Kill Me",2005,nm1131575,"Colin Miller",actor
"The Prince and the Pirate",2001,nm0682251,"Leonardo Pieraccioni",actor
"90 Miles",2001,nm0553589,"Juan Carlos Zaldívar",actor
"Maine Dil Tujhko Diya",2002,nm0451326,"Sohail Khan",actor
Reinkarnasi,2000,nm1173570,"Dede Yusuf",actor
"Open My Heart",2002,nm1251009,"Giada Colagrande",actress
K,2002,nm1250603,"Shoja Azari",actor
"Artifacts of Time",2004,nm1466276,"Gio Sugranes",actor
"A Whale of a Tale",2004,nm0528426,"Peter Lynch",actor
"Meine Frau, meine Freunde und ich",2004,nm0098524,"Detlef Bothe",actor
Manga,2005,nm2024117,"Pyotr Khazizov",actor
"Restraining Order",2006,nm1148812,"Reggie Gaskins",actor
"The Heavenly Kings",2006,nm0943079,"Daniel Wu",actor
Sledge,2006,nm2383348,"David LeBarron",actor
Octobre,2006,nm0529616,"Pierre Léon",actor
"Adventures of Power",2008,nm0324923,"Ari Gold",actor
"Sweetheart: Storie(s) About Accidents of Love",2006,nm1871830,"Gustavo Galuppo",actor
Veerasamy,2007,nm0707388,"Thesingu Rajendar",actor
Being_Grossmutter,2007,nm2638951,"Sobo Swobodnik",actor
"Morris: A Life with Bells On",2009,nm0015300,"Lucy Akhurst",actress
Minushi,2007,nm2699146,"Tyler Gibb",actor
"Effin Sports Camp",2007,nm2150831,"Joe Reilly",actor
"Hic Rosa, Botanical Score",2007,nm0269329,"Anne-Marie Faux",actress
"Orgies and the Meaning of Life",2008,nm1262299,"Brad T. Gottfred",actor
"The Commune",2009,nm2383130,"Elisabeth Fies",actress
"DangerCouch! and the Tinsel of Doom",2006,nm4103565,"Daniel Lane Baker",actor
Clancy,2009,nm0601345,"Jefferson Moore",actor
"The Age of Irreverence",2000,nm1035758,"Dimitri Meletis",actor
Bakkermann,2008,nm0844476,"András Szöke",actor
"The Hindenburg Omen",2008,nm1633003,"Frederic Colier",actor
"Snuf de hond in oorlogstijd",2008,nm0429535,"Steven de Jong",actor
"Maniac on the Loose",2008,nm2806955,"Steve Hudgins",actor
"I Thought You Finally Completely Lost It",2008,nm2369219,"Rod Webber",actor
Mascarades,2008,nm0758005,"Lyès Salem",actor
"Addicted State",2009,nm1124734,"Rick Rose",actor
"Henry O!",2009,nm0359144,"Ziad H. Hamzeh",actor
"The Way of Snow",2008,nm3180776,"Justin Calen-Chenn",actor
Azhukkan,2010,nm12072689,"Umaesh Kasar",actor
"Spy in a One Horse Town",2009,nm0660537,"Gábor Zsigmond Papp",actor
"Ambuttu Imbuttu Embuttu",2005,nm12174445,"Ashok Kashyap",actor
Challenge,2009,nm3354020,"Raj Chakraborty",actor
"The Dorm Room",2006,nm1774345,"Josh Bear",actor
"Close to Home",2007,nm2214848,"Ammar Ramzi Mahmood",actor
"It's Not About Saving the World",2009,nm3497529,"Scot McPhie",actor
Forget,2009,nm3543914,"Jacob Landis-Eigsti",actor
"Who Will Stand",2008,nm0884296,"Phil Valentine",actor
Spyder,2009,nm3563868,"Kiyomi Ishibashi",actor
"The Killer Robots and the Battle for the Cosmic Potato",2009,nm3649562,"Sam Gaffin",actor
"Up and Down Again",2006,nm2850946,"Jeremy Cleek",actor
"Sweets: A College Sitcom Movie?",2009,nm3375784,"Alan Abulencia",actor
"La costura de América",2009,nm2202396,"Iosu Lopez",actor
"World Cupp 2011",2009,nm3782047,"Ravi Kapoor",actor
"Resilience: Stories of Single Black Mothers",2010,nm2094964,"Lana Lovell",actress
"Shoe Store",2008,nm3810788,"Michael P. Blevins",actor
"Fear of Flying",2010,nm3117926,"John Flores",actor
"Jay's Movie Is a Piece of Shit",2010,nm3877014,"Mark Bennett",actor
"Hitokiri II: Road to Destiny",2009,nm3796124,"Thanos Kermitsis",actor
"El viatge de la llum, tercer viatge",2005,nm1662728,"Salomón Shang",actor
"Occupation Has No Future: Militarism + Resistance in Israel/Palestine",2010,nm4279469,"David Zlutnick",actor
"Transylvania Police; Monster Squad",2000,nm1426409,"Ritch Yarber",actor
"The Sensei",2004,nm0758186,"Marcus Salgado",actor
"Life... Temporarily",2007,nm4043796,"Ansel Faraj",actor
"Europe's Roswell: UFO Crash at Aberystwyth",2009,nm4865768,"Mark Olly",actor
"Spade: The Last Assignment",2009,nm3555359,"Oliver Mbamara",actor
Sóhajok,2005,nm0436442,"Iván Kamarás",actor
Juhannus,2002,nm5414230,"Janne Halinen",actor
"Shegavicha Rana Gajanan",2004,nm3424470,"Babanrao Gholap",actor
"My Foreign Desh",2008,nm2973729,"Asif Akbar",actor
"Rashichakra: Kark",2010,nm6140592,"Sharad Upadhye",actor
"Sadistic Bitch",2002,nm1121649,"Brad Jones",actor
Psikhoz,2009,nm6878995,"Kirill Khrestinin",actor
"Followed Out of the Dark",2008,nm7893888,"Ellis Bishop",actor
Intentional,2007,nm8365682,"Matt Kwiatkowski",actor
"A Dangerous Woman",2004,nm0303908,"Larry Gamell Jr.",actor
"Mr. Plinkett's Star Trek 2009 Review",2010,nm1518150,"Mike Stoklasa",actor
"Bloody Brothers",2007,nm0295017,"Frederick R. Friedel",actor
"P.S. Your Cat Is Dead!",2002,nm0000430,"Steve Guttenberg",actor
Imposture,2005,nm0099084,"Patrick Bouchitey",actor
"Jeevan Saathi",2001,nm1086556,"Deepak Shrestha",actor
"Claude Jutra, an Unfinished Story",2002,nm0047575,"Paule Baillargeon",actress
"Single and Dealing with It",2003,nm1302070,"Robert Rowland",actor
"Lost Soul",2002,nm1667127,"Anthony Duva",actor
Yearbook,2002,nm1380058,"JJ Garvine",actor
"Spring, Summer, Fall, Winter... and Spring",2003,nm1104118,"Kim Ki-duk",actor
"El tesoro del Pilar",2000,nm0207010,"Gilberto de Anda",actor
"The Long Road Home",2003,nm0168228,"Robert David Cochrane",actor
"Dancing on the Moon",2003,nm1474754,"Rodrick Pocowatchit",actor
Airspeed,2001,nm1473015,"Jon Griggs",actor
"Nothing Without You",2004,nm1269406,"Ted Mattison",actor
"Bristol Boys",2006,nm0170463,"Brandon David Cole",actor
"I Am a Sex Addict",2005,nm0004354,"Caveh Zahedi",actor
Standalone,2005,nm1830001,"Sean Hagan",actor
"Les deux mondes",2007,nm0169300,"Daniel Cohen",actor
"Vita Smeralda",2006,nm0131033,"Jerry Calà",actor
Dodo,2006,nm0326697,"Bob Golub",actor
Priceless,2008,nm2667383,"André Joseph",actor
Faceless,2007,nm0525740,"Manu Luksch",actress
Accident,2008,nm0033243,"Ramesh Aravind",actor
"To Handle with Care",2007,nm2854271,"Vangelis Rikoudis",actor
"Red Victoria",2008,nm0115262,"Tony Brownrigg",actor
"Mysterious Ways",2009,nm2977770,"John Denn",actor
"The Captain's Verses",2008,nm2172377,"Kevin Lucero Less",actor
"Body in a Dumpster",2008,nm2569699,"Kristian Day",actor
"Dead End Falls",2009,nm2625457,"Gouzalia Van Mater",actress
"Deb and Sisi",2008,nm1615948,"Mark Kenneth Woods",actor
"The Expendables",2010,nm0000230,"Sylvester Stallone",actor
"The Way Things Are Determined",2008,nm3193437,"Giorgos Servetas",actor
"Rainbow Crossing",2008,nm3234908,"Michael Brewer",actor
"The Whisperer in Darkness",2007,nm0402147,"Matt Hundley",actor
"Nee Unnai Arindhaal",2009,nm7167468,"V. Rishiraj",actor
"Die Waldbewohner",2008,nm2728080,"Ralf Kemper",actor
Parijatham,2006,nm0080180,Bhagyaraj,actor
"Se me hizo fácil",2009,nm1752980,"Pedro 'Zulu' González",actor
"Porn Star Zombies",2009,nm3394423,"Keith Emerson",actor
"Almost Destiny",2007,nm1358124,"Benjamin Swan",actor
"The Next Level",2007,nm1934107,"James Hauser",actor
"Dreaming for You",2009,nm2151126,"Eoin Macken",actor
"Sea Legs",2009,nm1278740,"Craig Butta",actor
"The Minstrel Killer",2009,nm3008388,"Michael Fredianelli",actor
"500 Miles to Babylon",2007,nm0555057,"David Martínez",actor
"Up Up Down Down",2009,nm1358974,"Allen Baldwin",actor
"First Come, First Served: A Universal Pre-K Story",2009,nm5202185,"Katherine Skinner",actress
Alagsor,2001,nm0022031,"Tamás Almási",actor
"Chattahoochee Lanier",2010,nm3827585,"Scott Kimbler",actor
"Never Forget How Much a Dead Man Weighs",2010,nm3914253,"Joseph Calvin Coleman",actor
Vinayakudu,2008,nm3894644,"Sai Kiran Adivi",actor
"The Writer",2010,nm1556091,"Anthony Ferraro",actor
"Haunting Pusher 30",2010,nm0922445,"Carey Westbrook",actor
"Empire North",2010,nm1747386,"Jakob S. Boeskov",actor
"Låt den rätte komma ut",2010,nm3578781,"Victor Säf",actor
"On the Brink of Jesus",2006,nm4311792,"Sevi Regis",actress
Borderline,2003,nm3351558,"M.J. Alhabeeb Jr.",actor
Fugue,2008,nm0742655,"Grant Rosenmeyer",actor
"Krishna Tere Desh Mein",2000,nm0474888,"Shiv Kumar",actor
"The Last Magic Act",2004,nm4345041,"Sean Konig",actor
"Baykocha Nakalatch",2009,nm6116605,"Sandesh Rane",actor
Karkash,2005,nm0992027,"Kamal Sadanah",actor
"Akogare no kateikyôshi: Yogosareta junpaku",2004,nm0949098,"Yumi Yoshiyuki",actress
"Il Mistero di Villa De Mahl",2007,nm5783317,"Elena D'Atri",actress
Adagio,2002,nm2465524,"Joaquin Montalvan",actor
Leszármazottak,2004,nm0889757,"Ágota Varga",actress
"Glissement de terrain",2001,nm0452377,"Laurent Kiefer",actor
"¡Ja me maaten...!",2000,nm0616438,"Juan Muñoz",actor
Dansöz,2001,nm0043596,"Savas Ay",actor
"God, Sreenu and Me",2000,nm0537695,"Stewart Main",actor
"Mon oeil pour une caméra",2001,nm0221289,"Denys Desjardins",actor
"El padrino",2004,nm0152082,"Damian Chapa",actor
"The Myster General",2002,nm1309633,"Brendan Cleaves",actor
"Birdie & Bogey",2004,nm0635869,"Mike Norris",actor
"After We're Gone",2004,nm0640913,"Damien Odoul",actor
"Suddenly Paradise",2003,nm0682251,"Leonardo Pieraccioni",actor
"That Time of Year",2002,nm1258006,"Reese Nanavati",actress
20:30:40,2004,nm0151827,"Sylvia Chang",actress
"Vizontele Tuuba",2003,nm0258784,"Yilmaz Erdogan",actor
"Dementia: An Experiment in Terror",2006,nm1827610,"B. Luciano Barsuglia",actor
"That Game of Chess",2005,nm1180881,"Raja Bundela",actor
"Loren Cass",2006,nm1950782,"Chris Fuller",actor
"Black and Blue",2005,nm0243825,"Philipp Lawrence Durand",actor
Stranger,2000,nm2027904,"Scott Crowell",actor
"Big Dreams Little Tokyo",2006,nm2279419,"Dave Boyle",actor
"For the Title",2005,nm2150330,"Josh Long",actor
Winter,2006,nm1815356,"Wolfgang Brandstetter",actor
"La cáscara",2007,nm1462239,"Carlos Ameglio",actor
Elise,2004,nm10850111,"Beth Armas",actress
Unhinged,2005,nm2049930,"Kai Porter",actress
Seahorses,2007,nm1553332,"Rahman Milani",actor
"Orsova Noua 2: Plecare Spre Londra",2008,nm10953723,"Florin Calin",actor
"The Easy Way",2008,nm0746162,"Jean-Paul Rouve",actor
Adelaide,2010,nm4552631,"Stephen Banham",actor
Callous,2009,nm1572909,"Joey Lanai",actor
"Waking Sleeping Beauty",2009,nm0353893,"Don Hahn",actor
"Gran Torino",2008,nm0000142,"Clint Eastwood",actor
"Torno a vivere da solo",2008,nm0131033,"Jerry Calà",actor
"A Bird in the Bush",2008,nm3008388,"Michael Fredianelli",actor
Suck,2009,nm0824997,"Rob Stefaniuk",actor
"Dahmer vs. Gacy",2010,nm1284939,"Ford Austin",actor
"Na more!",2009,nm3307068,"Yaroslav Chevazhevskiy",actor
"The Search for the Happiest Little Girl in the World",2006,nm2739775,"Joseph Binetti",actor
"Visions of Violence",2007,nm3335659,"Christopher L. Golon",actor
"Porters: Two Men and a Sex Doll",2010,nm3923367,"Justin Arredondo",actor
Nervosa,2010,nm4161446,"Chad Valiant",actor
"I'm Holding...",2010,nm3565011,"Daniel Joseph Gonzalez",actor
"Destination Orcas",2010,nm3400031,"Erik Hatch",actor
"New Castle",2010,nm3287973,"Hengqi Guo",actor
"Im Sturm der Zeit/Facts and Fakes",2007,nm0460176,"Alexander Kluge",actor
"The Last Long Hike",2010,nm0519015,"Jesse Long",actor
"Jolly Rangers",2010,nm1979167,"Note Chern-Yim",actor
Pyaasi,2003,nm1328135,"Kanti Shah",actor
"Vampire in Union City",2010,nm3700117,"Lucio Fernandez",actor
"Lady Ninja Kasumi Volume 4: Birth of a Ninja",2007,nm1933078,"Hiroyuki Kawasaki",actor
"Tripeman: Legend",2006,nm5939238,"Raoul Dattola",actor
"Belli si nasce",2009,nm1526159,"Aldo Pellegrini",actor
"Dancers Wanted",2005,nm8001323,"Wil Lewis",actor
"Clearwater: Abduction",2003,nm2152628,"Andy Koontz",actor
"The Witch",2002,nm1592202,"Johnny Terris",actor
"I.Q. Dudettes",2000,nm0150894,"Frankie Chan",actor
"Finding Joy",2002,nm1068960,"Billie Dean",actor
"Do It for Uncle Manny",2002,nm0053095,"Adam Baratta",actor
"We Three Kings",2001,nm1227264,"Dean Crownover",actor
Thirst,2002,nm0062937,"Gary Bayer",actor
"Le voyage à la mer",2002,nm0315591,"Denis Gheerbrant",actor
"You Always Stalk the Ones You Love",2002,nm0040506,"Mark Atienza",actor
"King of the Corner",2004,nm0726200,"Peter Riegert",actor
"A Buddha",2005,nm1877380,"Diego Rafecas",actor
"Not Quite Right",2005,nm1824682,"Philip Schaff",actor
Uno,2005,nm0725526,"Ronnie Ricketts",actor
"TL-1 Mi reino por un platillo volador",2004,nm1412108,"Tetsuo Lumiere",actor
W.C.,2007,nm1015355,"Liam O Mochain",actor
"Entrevista Com o Surdo Gay",2004,nm2057745,"Celso Badin",actor
"Coyote Nights",2006,nm0562618,"Rosalee Mayeux",actress
"Gomer and Ed in West Hollywood",2001,nm1420410,"Ryan E. Heppe",actor
"Burning Mussolini",2009,nm1074355,"Conrad Pla",actor
"La famigila nostra",2006,nm1206614,"Ricardo Cordero",actor
"Malditos violadores",2001,nm0073221,"Agustín Bernal",actor
"Lakhmet ras",2006,nm2387350,"Ahmad El-Badri",actor
"Neben der Spur",2007,nm0098524,"Detlef Bothe",actor
"Miss Gulag",2007,nm2553183,"Maria Ibrahimova",actress
"The Chosen One",2010,nm0001705,"Rob Schneider",actor
M,2007,nm2594154,"Nicolás Prividera",actor
"Community College",2009,nm2056650,"Tommy Avallone",actor
"Set Me Free",2001,nm9748970,"Phillip Ko Fei",actor
"Movin G",2007,nm2761045,"J. Fabian",actor
"Command Performance",2009,nm0000185,"Dolph Lundgren",actor
